task_id,split,family,protocol,spec_id,expected_action,input_smiles,has_witness,has_proof,num_hard_constraints,num_soft_preferences,budget,corpus_source,invariance_group_id,boundary_case_type
sgchem_v0.3__feasible_propose__spec_v2_amide_friendly_dev__00005,dev,feasible_propose,L3,spec_v2_amide_friendly_dev,ACCEPT,,True,False,1,2,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_amide_friendly_dev__00006,dev,feasible_propose,L1,spec_v2_amide_friendly_dev,ACCEPT,,True,False,1,2,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_amide_friendly_dev__100007,dev,feasible_propose,L2,spec_v2_amide_friendly_dev,ACCEPT,,True,False,1,2,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_aromatic_pref_test__00001,test,feasible_propose,L2,spec_v2_aromatic_pref_test,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_aromatic_pref_test__00002,test,feasible_propose,L3,spec_v2_aromatic_pref_test,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_aromatic_pref_test__00003,test,feasible_propose,L1,spec_v2_aromatic_pref_test,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_aromatic_pref_test__00004,test,feasible_propose,L2,spec_v2_aromatic_pref_test,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_aromatic_pref_test__00005,test,feasible_propose,L3,spec_v2_aromatic_pref_test,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_aromatic_pref_test__00006,test,feasible_propose,L1,spec_v2_aromatic_pref_test,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_aromatic_pref_test__100007,test,feasible_propose,L2,spec_v2_aromatic_pref_test,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_cns_like_test__00001,test,feasible_propose,L2,spec_v2_cns_like_test,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_cns_like_test__00002,test,feasible_propose,L3,spec_v2_cns_like_test,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_cns_like_test__00003,test,feasible_propose,L1,spec_v2_cns_like_test,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_cns_like_test__00004,test,feasible_propose,L2,spec_v2_cns_like_test,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_cns_like_test__00005,test,feasible_propose,L3,spec_v2_cns_like_test,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_cns_like_test__00006,test,feasible_propose,L1,spec_v2_cns_like_test,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_cns_like_test__100007,test,feasible_propose,L2,spec_v2_cns_like_test,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_tight_train__00001,train,feasible_propose,L2,spec_v2_fragment_tight_train,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_tight_train__00002,train,feasible_propose,L3,spec_v2_fragment_tight_train,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_tight_train__00003,train,feasible_propose,L1,spec_v2_fragment_tight_train,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_tight_train__00004,train,feasible_propose,L2,spec_v2_fragment_tight_train,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_tight_train__00005,train,feasible_propose,L3,spec_v2_fragment_tight_train,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_tight_train__00006,train,feasible_propose,L1,spec_v2_fragment_tight_train,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_ultra_dev__00001,dev,feasible_propose,L2,spec_v2_fragment_ultra_dev,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_ultra_dev__00002,dev,feasible_propose,L3,spec_v2_fragment_ultra_dev,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_ultra_dev__00003,dev,feasible_propose,L1,spec_v2_fragment_ultra_dev,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_ultra_dev__00004,dev,feasible_propose,L2,spec_v2_fragment_ultra_dev,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_ultra_dev__00005,dev,feasible_propose,L3,spec_v2_fragment_ultra_dev,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_fragment_ultra_dev__00006,dev,feasible_propose,L1,spec_v2_fragment_ultra_dev,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_low_rotor_train__00001,train,feasible_propose,L2,spec_v2_low_rotor_train,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_low_rotor_train__00002,train,feasible_propose,L3,spec_v2_low_rotor_train,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_low_rotor_train__00003,train,feasible_propose,L1,spec_v2_low_rotor_train,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_low_rotor_train__00004,train,feasible_propose,L2,spec_v2_low_rotor_train,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_low_rotor_train__00005,train,feasible_propose,L3,spec_v2_low_rotor_train,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_low_rotor_train__00006,train,feasible_propose,L1,spec_v2_low_rotor_train,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_polar_bias_train__00001,train,feasible_propose,L2,spec_v2_polar_bias_train,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_polar_bias_train__00002,train,feasible_propose,L3,spec_v2_polar_bias_train,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_polar_bias_train__00003,train,feasible_propose,L1,spec_v2_polar_bias_train,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_polar_bias_train__00004,train,feasible_propose,L2,spec_v2_polar_bias_train,ACCEPT,,True,False,1,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_polar_bias_train__00005,train,feasible_propose,L3,spec_v2_polar_bias_train,ACCEPT,,True,False,1,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_polar_bias_train__00006,train,feasible_propose,L1,spec_v2_polar_bias_train,ACCEPT,,True,False,1,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_ro5_balanced_test__00001,test,feasible_propose,L2,spec_v2_ro5_balanced_test,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_ro5_balanced_test__00002,test,feasible_propose,L3,spec_v2_ro5_balanced_test,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_ro5_balanced_test__00003,test,feasible_propose,L1,spec_v2_ro5_balanced_test,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_ro5_balanced_test__00004,test,feasible_propose,L2,spec_v2_ro5_balanced_test,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_ro5_balanced_test__00005,test,feasible_propose,L3,spec_v2_ro5_balanced_test,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_ro5_balanced_test__00006,test,feasible_propose,L1,spec_v2_ro5_balanced_test,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_relaxed_dev__00001,dev,feasible_propose,L2,spec_v2_sa_relaxed_dev,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_relaxed_dev__00002,dev,feasible_propose,L3,spec_v2_sa_relaxed_dev,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_relaxed_dev__00003,dev,feasible_propose,L1,spec_v2_sa_relaxed_dev,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_relaxed_dev__00004,dev,feasible_propose,L2,spec_v2_sa_relaxed_dev,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_relaxed_dev__00005,dev,feasible_propose,L3,spec_v2_sa_relaxed_dev,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_relaxed_dev__00006,dev,feasible_propose,L1,spec_v2_sa_relaxed_dev,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_strict_test__00001,test,feasible_propose,L2,spec_v2_sa_strict_test,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_strict_test__00002,test,feasible_propose,L3,spec_v2_sa_strict_test,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_strict_test__00003,test,feasible_propose,L1,spec_v2_sa_strict_test,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_strict_test__00004,test,feasible_propose,L2,spec_v2_sa_strict_test,ACCEPT,,True,False,2,1,max_steps=3;max_proposals=3;max_verify_calls=0;max_total_verifier_calls=3;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_strict_test__00005,test,feasible_propose,L3,spec_v2_sa_strict_test,ACCEPT,,True,False,2,1,max_steps=4;max_proposals=4;max_verify_calls=4;max_total_verifier_calls=8;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__feasible_propose__spec_v2_sa_strict_test__00006,test,feasible_propose,L1,spec_v2_sa_strict_test,ACCEPT,,True,False,2,1,max_steps=1;max_proposals=1;max_verify_calls=0;max_total_verifier_calls=1;max_edit_cost=None,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v1_basic__00001,train,interrupt_resume,L3,spec_v1_basic,ACCEPT,CC(=O)NC(C)C(C)N,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v1_basic__00002,train,interrupt_resume,L3,spec_v1_basic,ACCEPT,CC(=O)NCC(N)CCl,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v1_basic__00003,train,interrupt_resume,L3,spec_v1_basic,ACCEPT,CC(=O)Nc1cccc(C(N)=O)c1C(N)=O,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v1_basic__00004,train,interrupt_resume,L3,spec_v1_basic,ACCEPT,CC(C)N(CCO)C(=O)OCCN,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_soft_train__00001,train,interrupt_resume,L3,spec_v2_alert_soft_train,ACCEPT,CC(=O)NC(CN)CO,True,False,2,3,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_soft_train__00002,train,interrupt_resume,L3,spec_v2_alert_soft_train,ACCEPT,CC(N)CNCCN,True,False,2,3,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_soft_train__00003,train,interrupt_resume,L3,spec_v2_alert_soft_train,ACCEPT,Fc1ccccn1,True,False,2,3,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_soft_train__00004,train,interrupt_resume,L3,spec_v2_alert_soft_train,ACCEPT,NC(=O)c1cnc(N)cc1C(N)=O,True,False,2,3,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_strict_dev__00001,dev,interrupt_resume,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)NC(C)N,True,False,5,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_strict_dev__00002,dev,interrupt_resume,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Nc1c(N)cccc1N,True,False,5,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_strict_dev__00003,dev,interrupt_resume,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Nc1ccc(C(N)=O)cc1N,True,False,5,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_alert_strict_dev__00004,dev,interrupt_resume,L3,spec_v2_alert_strict_dev,ACCEPT,CC(=O)Nc1cccc(C(N)=O)c1N,True,False,5,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_amide_friendly_dev__00001,dev,interrupt_resume,L3,spec_v2_amide_friendly_dev,ACCEPT,CC(=O)NC(CN)CO,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_amide_friendly_dev__00002,dev,interrupt_resume,L3,spec_v2_amide_friendly_dev,ACCEPT,CC(N)C(=O)NCCN,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_amide_friendly_dev__00003,dev,interrupt_resume,L3,spec_v2_amide_friendly_dev,ACCEPT,CCCCCCCCCF,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_amide_friendly_dev__00004,dev,interrupt_resume,L3,spec_v2_amide_friendly_dev,ACCEPT,CCOC(=O)C(C)N,True,False,2,2,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_aromatic_pref_test__00001,test,interrupt_resume,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(CN)NC(=O)CN,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_aromatic_pref_test__00002,test,interrupt_resume,L3,spec_v2_aromatic_pref_test,ACCEPT,CC(O)CNCCN,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_aromatic_pref_test__00003,test,interrupt_resume,L3,spec_v2_aromatic_pref_test,ACCEPT,Fc1ccncc1,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_aromatic_pref_test__00004,test,interrupt_resume,L3,spec_v2_aromatic_pref_test,ACCEPT,NC(=O)c1cncc(N)c1C(N)=O,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_cns_like_test__00001,test,interrupt_resume,L3,spec_v2_cns_like_test,ACCEPT,CC(=O)Nc1cc(C(N)=O)ccc1F,True,False,3,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_cns_like_test__00002,test,interrupt_resume,L3,spec_v2_cns_like_test,ACCEPT,CC(=O)Oc1c(N)cccc1N,True,False,3,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_cns_like_test__00003,test,interrupt_resume,L3,spec_v2_cns_like_test,ACCEPT,CC(=O)Oc1cccc(C(N)=O)c1,True,False,3,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_cns_like_test__00004,test,interrupt_resume,L3,spec_v2_cns_like_test,ACCEPT,CC(C)OC(=O)N(CCN)CCN,True,False,3,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_tight_train__00001,train,interrupt_resume,L3,spec_v2_fragment_tight_train,ACCEPT,CC(=O)Oc1cc(C(N)=O)ccc1C(N)=O,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_tight_train__00002,train,interrupt_resume,L3,spec_v2_fragment_tight_train,ACCEPT,CC(CF)Oc1ccccc1,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_tight_train__00003,train,interrupt_resume,L3,spec_v2_fragment_tight_train,ACCEPT,CC(N)C(=O)NCCO,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_tight_train__00004,train,interrupt_resume,L3,spec_v2_fragment_tight_train,ACCEPT,CCC(C)OCF,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_ultra_dev__00001,dev,interrupt_resume,L3,spec_v2_fragment_ultra_dev,ACCEPT,CC(=O)NCCN,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_ultra_dev__00002,dev,interrupt_resume,L3,spec_v2_fragment_ultra_dev,ACCEPT,CC(=O)Nc1ccc(C(N)=O)cc1N,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_ultra_dev__00003,dev,interrupt_resume,L3,spec_v2_fragment_ultra_dev,ACCEPT,CC(=O)Oc1cc(C(N)=O)cc(C(N)=O)c1,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_fragment_ultra_dev__00004,dev,interrupt_resume,L3,spec_v2_fragment_ultra_dev,ACCEPT,CC(C)C(N)=O,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_low_rotor_train__00001,train,interrupt_resume,L3,spec_v2_low_rotor_train,ACCEPT,CC(=O)OC(C)CN,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_low_rotor_train__00002,train,interrupt_resume,L3,spec_v2_low_rotor_train,ACCEPT,CC(C)N(CCO)CCF,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_low_rotor_train__00003,train,interrupt_resume,L3,spec_v2_low_rotor_train,ACCEPT,CC(N)C(=O)NCCN,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_low_rotor_train__00004,train,interrupt_resume,L3,spec_v2_low_rotor_train,ACCEPT,CCCCCCCCCCF,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_polar_bias_train__00001,train,interrupt_resume,L3,spec_v2_polar_bias_train,ACCEPT,CC(=O)OCC(C)N,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
sgchem_v0.3__interrupt_resume__spec_v2_polar_bias_train__00002,train,interrupt_resume,L3,spec_v2_polar_bias_train,ACCEPT,CC(CN)OC(N)=O,True,False,2,1,max_steps=3;max_proposals=2;max_verify_calls=1;max_total_verifier_calls=3,corpus/corpus.parquet,,
